assignment_id,assignment_name,subject,class_id,class_name,teacher_id,teacher_name,student_id,student_name,due_date,planning_level,monitoring_level,evaluation_level,evidence
A015,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S04,Student D,2026-08-29,Proficient,Not Observed,Emerging,Student D showed proficient planning behaviour on assignment 3.
A015,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S05,Student E,2026-08-29,Not Observed,Accomplished,Emerging,Student E showed not observed planning behaviour on assignment 3.
A015,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S06,Student F,2026-08-29,Not Observed,Not Observed,Accomplished,Student F showed not observed planning behaviour on assignment 3.
A015,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S07,Student G,2026-08-29,Emerging,Accomplished,Proficient,Student G showed emerging planning behaviour on assignment 3.
A015,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S08,Student H,2026-08-29,Accomplished,Proficient,Accomplished,Student H showed accomplished planning behaviour on assignment 3.
A015,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S09,Student I,2026-08-29,Accomplished,Proficient,Proficient,Student I showed accomplished planning behaviour on assignment 3.
A015,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S10,Student J,2026-08-29,Emerging,Accomplished,Proficient,Student J showed emerging planning behaviour on assignment 3.
A016,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S01,Student A,2026-09-12,Accomplished,Accomplished,Proficient,Student A showed accomplished planning behaviour on assignment 4.
A016,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S02,Student B,2026-09-12,Emerging,Emerging,Proficient,Student B showed emerging planning behaviour on assignment 4.
A016,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S03,Student C,2026-09-12,Accomplished,Proficient,Proficient,Student C showed accomplished planning behaviour on assignment 4.
A016,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S04,Student D,2026-09-12,Emerging,Not Observed,Emerging,Student D showed emerging planning behaviour on assignment 4.
A016,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S05,Student E,2026-09-12,Emerging,Emerging,Proficient,Student E showed emerging planning behaviour on assignment 4.
A016,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S06,Student F,2026-09-12,Not Observed,Emerging,Proficient,Student F showed not observed planning behaviour on assignment 4.
A016,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S07,Student G,2026-09-12,Proficient,Not Observed,Emerging,Student G showed proficient planning behaviour on assignment 4.
A016,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S08,Student H,2026-09-12,Proficient,Emerging,Not Observed,Student H showed proficient planning behaviour on assignment 4.
A016,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S09,Student I,2026-09-12,Emerging,Accomplished,Proficient,Student I showed emerging planning behaviour on assignment 4.
A016,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T1,Ms. Tan,S10,Student J,2026-09-12,Proficient,Accomplished,Accomplished,Student J showed proficient planning behaviour on assignment 4.
A017,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S01,Student A,2026-08-01,Not Observed,Not Observed,Not Observed,Student A showed not observed planning behaviour on assignment 1.
A017,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S02,Student B,2026-08-01,Proficient,Proficient,Accomplished,Student B showed proficient planning behaviour on assignment 1.
A017,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S03,Student C,2026-08-01,Emerging,Proficient,Emerging,Student C showed emerging planning behaviour on assignment 1.
A017,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S04,Student D,2026-08-01,Emerging,Not Observed,Not Observed,Student D showed emerging planning behaviour on assignment 1.
A017,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S05,Student E,2026-08-01,Emerging,Not Observed,Not Observed,Student E showed emerging planning behaviour on assignment 1.
A017,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S06,Student F,2026-08-01,Emerging,Emerging,Not Observed,Student F showed emerging planning behaviour on assignment 1.
A017,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S07,Student G,2026-08-01,Emerging,Not Observed,Emerging,Student G showed emerging planning behaviour on assignment 1.
A017,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S08,Student H,2026-08-01,Not Observed,Not Observed,Emerging,Student H showed not observed planning behaviour on assignment 1.
A017,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S09,Student I,2026-08-01,Not Observed,Emerging,Not Observed,Student I showed not observed planning behaviour on assignment 1.
A017,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S10,Student J,2026-08-01,Emerging,Not Observed,Not Observed,Student J showed emerging planning behaviour on assignment 1.
A018,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S01,Student A,2026-08-15,Not Observed,Not Observed,Proficient,Student A showed not observed planning behaviour on assignment 2.
A018,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S02,Student B,2026-08-15,Emerging,Proficient,Proficient,Student B showed emerging planning behaviour on assignment 2.
A018,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S03,Student C,2026-08-15,Not Observed,Not Observed,Not Observed,Student C showed not observed planning behaviour on assignment 2.
A018,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S04,Student D,2026-08-15,Emerging,Accomplished,Emerging,Student D showed emerging planning behaviour on assignment 2.
A018,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S05,Student E,2026-08-15,Proficient,Proficient,Proficient,Student E showed proficient planning behaviour on assignment 2.
A018,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S06,Student F,2026-08-15,Proficient,Accomplished,Not Observed,Student F showed proficient planning behaviour on assignment 2.
A018,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S07,Student G,2026-08-15,Not Observed,Not Observed,Not Observed,Student G showed not observed planning behaviour on assignment 2.
A018,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S08,Student H,2026-08-15,Proficient,Emerging,Not Observed,Student H showed proficient planning behaviour on assignment 2.
A018,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S09,Student I,2026-08-15,Proficient,Proficient,Not Observed,Student I showed proficient planning behaviour on assignment 2.
A018,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S10,Student J,2026-08-15,Emerging,Proficient,Not Observed,Student J showed emerging planning behaviour on assignment 2.
A019,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S01,Student A,2026-08-29,Accomplished,Accomplished,Not Observed,Student A showed accomplished planning behaviour on assignment 3.
A019,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S02,Student B,2026-08-29,Not Observed,Emerging,Proficient,Student B showed not observed planning behaviour on assignment 3.
A019,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S03,Student C,2026-08-29,Accomplished,Emerging,Proficient,Student C showed accomplished planning behaviour on assignment 3.
A019,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S04,Student D,2026-08-29,Not Observed,Proficient,Proficient,Student D showed not observed planning behaviour on assignment 3.
A019,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S05,Student E,2026-08-29,Not Observed,Proficient,Accomplished,Student E showed not observed planning behaviour on assignment 3.
A019,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S06,Student F,2026-08-29,Proficient,Not Observed,Accomplished,Student F showed proficient planning behaviour on assignment 3.
A019,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S07,Student G,2026-08-29,Accomplished,Emerging,Emerging,Student G showed accomplished planning behaviour on assignment 3.
A019,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S08,Student H,2026-08-29,Emerging,Emerging,Emerging,Student H showed emerging planning behaviour on assignment 3.
A019,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S09,Student I,2026-08-29,Accomplished,Accomplished,Not Observed,Student I showed accomplished planning behaviour on assignment 3.
A019,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S10,Student J,2026-08-29,Accomplished,Proficient,Accomplished,Student J showed accomplished planning behaviour on assignment 3.
A020,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S01,Student A,2026-09-12,Proficient,Emerging,Accomplished,Student A showed proficient planning behaviour on assignment 4.
A020,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S02,Student B,2026-09-12,Accomplished,Emerging,Accomplished,Student B showed accomplished planning behaviour on assignment 4.
A020,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S03,Student C,2026-09-12,Proficient,Proficient,Emerging,Student C showed proficient planning behaviour on assignment 4.
A020,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S04,Student D,2026-09-12,Accomplished,Emerging,Accomplished,Student D showed accomplished planning behaviour on assignment 4.
A020,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S05,Student E,2026-09-12,Accomplished,Not Observed,Accomplished,Student E showed accomplished planning behaviour on assignment 4.
A020,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S06,Student F,2026-09-12,Emerging,Emerging,Proficient,Student F showed emerging planning behaviour on assignment 4.
A020,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S07,Student G,2026-09-12,Emerging,Not Observed,Accomplished,Student G showed emerging planning behaviour on assignment 4.
A020,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S08,Student H,2026-09-12,Not Observed,Not Observed,Accomplished,Student H showed not observed planning behaviour on assignment 4.
A020,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S09,Student I,2026-09-12,Emerging,Accomplished,Proficient,Student I showed emerging planning behaviour on assignment 4.
A020,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T1,Ms. Tan,S10,Student J,2026-09-12,Emerging,Not Observed,Accomplished,Student J showed emerging planning behaviour on assignment 4.
A021,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S01,Student A,2026-08-01,Not Observed,Proficient,Emerging,Student A showed not observed planning behaviour on assignment 1.
A021,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S02,Student B,2026-08-01,Proficient,Emerging,Emerging,Student B showed proficient planning behaviour on assignment 1.
A021,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S03,Student C,2026-08-01,Emerging,Proficient,Not Observed,Student C showed emerging planning behaviour on assignment 1.
A021,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S04,Student D,2026-08-01,Not Observed,Emerging,Not Observed,Student D showed not observed planning behaviour on assignment 1.
A021,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S05,Student E,2026-08-01,Emerging,Emerging,Emerging,Student E showed emerging planning behaviour on assignment 1.
A021,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S06,Student F,2026-08-01,Emerging,Proficient,Not Observed,Student F showed emerging planning behaviour on assignment 1.
A021,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S07,Student G,2026-08-01,Proficient,Not Observed,Not Observed,Student G showed proficient planning behaviour on assignment 1.
A021,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S08,Student H,2026-08-01,Not Observed,Not Observed,Not Observed,Student H showed not observed planning behaviour on assignment 1.
A021,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S09,Student I,2026-08-01,Emerging,Proficient,Not Observed,Student I showed emerging planning behaviour on assignment 1.
A021,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S10,Student J,2026-08-01,Not Observed,Emerging,Proficient,Student J showed not observed planning behaviour on assignment 1.
A022,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S01,Student A,2026-08-15,Accomplished,Emerging,Not Observed,Student A showed accomplished planning behaviour on assignment 2.
A022,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S02,Student B,2026-08-15,Not Observed,Not Observed,Not Observed,Student B showed not observed planning behaviour on assignment 2.
A022,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S03,Student C,2026-08-15,Not Observed,Not Observed,Emerging,Student C showed not observed planning behaviour on assignment 2.
A022,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S04,Student D,2026-08-15,Not Observed,Accomplished,Emerging,Student D showed not observed planning behaviour on assignment 2.
A022,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S05,Student E,2026-08-15,Proficient,Not Observed,Accomplished,Student E showed proficient planning behaviour on assignment 2.
A022,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S06,Student F,2026-08-15,Emerging,Accomplished,Emerging,Student F showed emerging planning behaviour on assignment 2.
A022,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S07,Student G,2026-08-15,Emerging,Emerging,Not Observed,Student G showed emerging planning behaviour on assignment 2.
A022,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S08,Student H,2026-08-15,Not Observed,Accomplished,Emerging,Student H showed not observed planning behaviour on assignment 2.
A022,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S09,Student I,2026-08-15,Proficient,Emerging,Not Observed,Student I showed proficient planning behaviour on assignment 2.
A022,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S10,Student J,2026-08-15,Proficient,Not Observed,Not Observed,Student J showed proficient planning behaviour on assignment 2.
A023,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S01,Student A,2026-08-29,Proficient,Emerging,Accomplished,Student A showed proficient planning behaviour on assignment 3.
A023,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S02,Student B,2026-08-29,Not Observed,Proficient,Proficient,Student B showed not observed planning behaviour on assignment 3.
A023,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S03,Student C,2026-08-29,Accomplished,Not Observed,Emerging,Student C showed accomplished planning behaviour on assignment 3.
A023,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S04,Student D,2026-08-29,Emerging,Emerging,Accomplished,Student D showed emerging planning behaviour on assignment 3.
A023,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S05,Student E,2026-08-29,Accomplished,Emerging,Proficient,Student E showed accomplished planning behaviour on assignment 3.
A023,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S06,Student F,2026-08-29,Proficient,Proficient,Accomplished,Student F showed proficient planning behaviour on assignment 3.
A023,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S07,Student G,2026-08-29,Not Observed,Not Observed,Proficient,Student G showed not observed planning behaviour on assignment 3.
A023,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S08,Student H,2026-08-29,Not Observed,Not Observed,Not Observed,Student H showed not observed planning behaviour on assignment 3.
A023,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S09,Student I,2026-08-29,Not Observed,Emerging,Proficient,Student I showed not observed planning behaviour on assignment 3.
A023,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S10,Student J,2026-08-29,Emerging,Not Observed,Proficient,Student J showed emerging planning behaviour on assignment 3.
A024,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S01,Student A,2026-09-12,Proficient,Emerging,Proficient,Student A showed proficient planning behaviour on assignment 4.
A024,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S02,Student B,2026-09-12,Accomplished,Accomplished,Proficient,Student B showed accomplished planning behaviour on assignment 4.
A024,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S03,Student C,2026-09-12,Proficient,Accomplished,Emerging,Student C showed proficient planning behaviour on assignment 4.
A024,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S04,Student D,2026-09-12,Proficient,Proficient,Accomplished,Student D showed proficient planning behaviour on assignment 4.
A024,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S05,Student E,2026-09-12,Accomplished,Not Observed,Not Observed,Student E showed accomplished planning behaviour on assignment 4.
A024,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S06,Student F,2026-09-12,Emerging,Accomplished,Proficient,Student F showed emerging planning behaviour on assignment 4.
A024,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S07,Student G,2026-09-12,Emerging,Not Observed,Proficient,Student G showed emerging planning behaviour on assignment 4.
A024,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S08,Student H,2026-09-12,Proficient,Accomplished,Proficient,Student H showed proficient planning behaviour on assignment 4.
A024,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S09,Student I,2026-09-12,Proficient,Not Observed,Not Observed,Student I showed proficient planning behaviour on assignment 4.
A024,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T1,Ms. Tan,S10,Student J,2026-09-12,Emerging,Emerging,Emerging,Student J showed emerging planning behaviour on assignment 4.
A025,Assignment 1,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S01,Student A,2026-08-01,Not Observed,Accomplished,Proficient,Student A showed not observed planning behaviour on assignment 1.
A025,Assignment 1,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S02,Student B,2026-08-01,Emerging,Accomplished,Accomplished,Student B showed emerging planning behaviour on assignment 1.
A025,Assignment 1,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S03,Student C,2026-08-01,Emerging,Not Observed,Not Observed,Student C showed emerging planning behaviour on assignment 1.
A025,Assignment 1,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S04,Student D,2026-08-01,Proficient,Emerging,Emerging,Student D showed proficient planning behaviour on assignment 1.
A025,Assignment 1,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S05,Student E,2026-08-01,Accomplished,Not Observed,Emerging,Student E showed accomplished planning behaviour on assignment 1.
A025,Assignment 1,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S06,Student F,2026-08-01,Emerging,Emerging,Not Observed,Student F showed emerging planning behaviour on assignment 1.
A025,Assignment 1,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S07,Student G,2026-08-01,Not Observed,Not Observed,Emerging,Student G showed not observed planning behaviour on assignment 1.
A025,Assignment 1,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S08,Student H,2026-08-01,Proficient,Not Observed,Emerging,Student H showed proficient planning behaviour on assignment 1.
A025,Assignment 1,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S09,Student I,2026-08-01,Not Observed,Accomplished,Proficient,Student I showed not observed planning behaviour on assignment 1.
A025,Assignment 1,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S10,Student J,2026-08-01,Emerging,Emerging,Not Observed,Student J showed emerging planning behaviour on assignment 1.
A026,Assignment 2,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S01,Student A,2026-08-15,Not Observed,Accomplished,Emerging,Student A showed not observed planning behaviour on assignment 2.
A026,Assignment 2,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S02,Student B,2026-08-15,Emerging,Accomplished,Proficient,Student B showed emerging planning behaviour on assignment 2.
A026,Assignment 2,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S03,Student C,2026-08-15,Emerging,Emerging,Not Observed,Student C showed emerging planning behaviour on assignment 2.
A026,Assignment 2,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S04,Student D,2026-08-15,Emerging,Proficient,Proficient,Student D showed emerging planning behaviour on assignment 2.
A026,Assignment 2,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S05,Student E,2026-08-15,Proficient,Not Observed,Emerging,Student E showed proficient planning behaviour on assignment 2.
A026,Assignment 2,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S06,Student F,2026-08-15,Accomplished,Emerging,Proficient,Student F showed accomplished planning behaviour on assignment 2.
A026,Assignment 2,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S07,Student G,2026-08-15,Not Observed,Accomplished,Emerging,Student G showed not observed planning behaviour on assignment 2.
A026,Assignment 2,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S08,Student H,2026-08-15,Not Observed,Not Observed,Emerging,Student H showed not observed planning behaviour on assignment 2.
A026,Assignment 2,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S09,Student I,2026-08-15,Emerging,Not Observed,Accomplished,Student I showed emerging planning behaviour on assignment 2.
A026,Assignment 2,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S10,Student J,2026-08-15,Accomplished,Emerging,Not Observed,Student J showed accomplished planning behaviour on assignment 2.
A027,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S01,Student A,2026-08-29,Accomplished,Emerging,Proficient,Student A showed accomplished planning behaviour on assignment 3.
A027,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S02,Student B,2026-08-29,Emerging,Not Observed,Accomplished,Student B showed emerging planning behaviour on assignment 3.
A027,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S03,Student C,2026-08-29,Accomplished,Not Observed,Proficient,Student C showed accomplished planning behaviour on assignment 3.
A027,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S04,Student D,2026-08-29,Emerging,Accomplished,Emerging,Student D showed emerging planning behaviour on assignment 3.
A027,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S05,Student E,2026-08-29,Accomplished,Accomplished,Not Observed,Student E showed accomplished planning behaviour on assignment 3.
A027,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S06,Student F,2026-08-29,Accomplished,Emerging,Accomplished,Student F showed accomplished planning behaviour on assignment 3.
A027,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S07,Student G,2026-08-29,Emerging,Accomplished,Emerging,Student G showed emerging planning behaviour on assignment 3.
A027,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S08,Student H,2026-08-29,Emerging,Proficient,Accomplished,Student H showed emerging planning behaviour on assignment 3.
A027,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S09,Student I,2026-08-29,Emerging,Not Observed,Emerging,Student I showed emerging planning behaviour on assignment 3.
A027,Assignment 3,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S10,Student J,2026-08-29,Emerging,Proficient,Emerging,Student J showed emerging planning behaviour on assignment 3.
A028,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S01,Student A,2026-09-12,Emerging,Emerging,Not Observed,Student A showed emerging planning behaviour on assignment 4.
A028,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S02,Student B,2026-09-12,Proficient,Proficient,Emerging,Student B showed proficient planning behaviour on assignment 4.
A028,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S03,Student C,2026-09-12,Accomplished,Not Observed,Accomplished,Student C showed accomplished planning behaviour on assignment 4.
A028,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S04,Student D,2026-09-12,Proficient,Accomplished,Emerging,Student D showed proficient planning behaviour on assignment 4.
A028,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S05,Student E,2026-09-12,Proficient,Accomplished,Accomplished,Student E showed proficient planning behaviour on assignment 4.
A028,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S06,Student F,2026-09-12,Proficient,Not Observed,Proficient,Student F showed proficient planning behaviour on assignment 4.
A028,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S07,Student G,2026-09-12,Proficient,Accomplished,Accomplished,Student G showed proficient planning behaviour on assignment 4.
A028,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S08,Student H,2026-09-12,Emerging,Proficient,Emerging,Student H showed emerging planning behaviour on assignment 4.
A028,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S09,Student I,2026-09-12,Accomplished,Emerging,Proficient,Student I showed accomplished planning behaviour on assignment 4.
A028,Assignment 4,Secondary 3 Physics,C3A,Class 3A,T2,Mr. Rahman,S10,Student J,2026-09-12,Not Observed,Proficient,Accomplished,Student J showed not observed planning behaviour on assignment 4.
A029,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S01,Student A,2026-08-01,Not Observed,Emerging,Emerging,Student A showed not observed planning behaviour on assignment 1.
A029,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S02,Student B,2026-08-01,Proficient,Proficient,Proficient,Student B showed proficient planning behaviour on assignment 1.
A029,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S03,Student C,2026-08-01,Not Observed,Not Observed,Proficient,Student C showed not observed planning behaviour on assignment 1.
A029,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S04,Student D,2026-08-01,Proficient,Proficient,Not Observed,Student D showed proficient planning behaviour on assignment 1.
A029,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S05,Student E,2026-08-01,Not Observed,Emerging,Accomplished,Student E showed not observed planning behaviour on assignment 1.
A029,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S06,Student F,2026-08-01,Accomplished,Proficient,Emerging,Student F showed accomplished planning behaviour on assignment 1.
A029,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S07,Student G,2026-08-01,Not Observed,Emerging,Proficient,Student G showed not observed planning behaviour on assignment 1.
A029,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S08,Student H,2026-08-01,Emerging,Emerging,Accomplished,Student H showed emerging planning behaviour on assignment 1.
A029,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S09,Student I,2026-08-01,Not Observed,Proficient,Not Observed,Student I showed not observed planning behaviour on assignment 1.
